1,1,1/100
1,1,1/50
1,1,3/100
1,1,1/25
1,1,1/20
1,1,3/50
1,1,7/100
1,1,2/25
1,1,9/100
1,1,1/10
1,1,11/100
1,1,3/25
1,1,13/100
1,1,7/50
1,1,3/20
1,1,4/25
1,1,17/100
1,1,9/50
1,1,19/100
1,1,1/5
1,1,21/100
1,1,11/50
1,1,23/100
1,1,6/25
1,1,1/4
1,1,13/50
1,1,27/100
1,1,7/25
1,1,29/100
1,1,3/10
1,1,31/100
1,1,8/25
1,1,33/100
1,1,17/50
1,1,7/20
1,1,9/25
1,1,37/100
1,1,19/50
1,1,39/100
1,1,2/5
1,1,41/100
1,1,21/50
1,1,43/100
1,1,11/25
1,1,9/20
1,1,23/50
1,1,47/100
1,1,12/25
1,1,49/100
1,1,1/2
1,2,1/100
1,2,1/50
1,2,3/100
1,2,1/25
1,2,1/20
1,2,3/50
1,2,7/100
1,2,2/25
1,2,9/100
1,2,1/10
1,2,11/100
1,2,3/25
1,2,13/100
1,2,7/50
1,2,3/20
1,2,4/25
1,2,17/100
1,2,9/50
1,2,19/100
1,2,1/5
1,2,21/100
1,2,11/50
1,2,23/100
1,2,6/25
1,2,1/4
1,2,13/50
1,2,27/100
1,2,7/25
1,2,29/100
1,2,3/10
1,2,31/100
1,2,8/25
1,2,33/100
1,2,17/50
1,2,7/20
1,2,9/25
1,2,37/100
1,2,19/50
1,2,39/100
1,2,2/5
1,2,41/100
1,2,21/50
1,2,43/100
1,2,11/25
1,2,9/20
1,2,23/50
1,2,47/100
1,2,12/25
1,2,49/100
1,2,1/2
1,3,1/100
1,3,1/50
1,3,3/100
1,3,1/25
1,3,1/20
1,3,3/50
1,3,7/100
1,3,2/25
1,3,9/100
1,3,1/10
1,3,11/100
1,3,3/25
1,3,13/100
1,3,7/50
1,3,3/20
1,3,4/25
1,3,17/100
1,3,9/50
1,3,19/100
1,3,1/5
1,3,21/100
1,3,11/50
1,3,23/100
1,3,6/25
1,3,1/4
1,3,13/50
1,3,27/100
1,3,7/25
1,3,29/100
1,3,3/10
1,3,31/100
1,3,8/25
1,3,33/100
1,3,17/50
1,3,7/20
1,3,9/25
1,3,37/100
1,3,19/50
1,3,39/100
1,3,2/5
1,3,41/100
1,3,21/50
1,3,43/100
1,3,11/25
1,3,9/20
1,3,23/50
1,3,47/100
1,3,12/25
1,3,49/100
1,3,1/2
2,1,1/100
2,1,1/50
2,1,3/100
2,1,1/25
2,1,1/20
2,1,3/50
2,1,7/100
2,1,2/25
2,1,9/100
2,1,1/10
2,1,11/100
2,1,3/25
2,1,13/100
2,1,7/50
2,1,3/20
2,1,4/25
2,1,17/100
2,1,9/50
2,1,19/100
2,1,1/5
2,1,21/100
2,1,11/50
2,1,23/100
2,1,6/25
2,1,1/4
2,1,13/50
2,1,27/100
2,1,7/25
2,1,29/100
2,1,3/10
2,1,31/100
2,1,8/25
2,1,33/100
2,1,17/50
2,1,7/20
2,1,9/25
2,1,37/100
2,1,19/50
2,1,39/100
2,1,2/5
2,1,41/100
2,1,21/50
2,1,43/100
2,1,11/25
2,1,9/20
2,1,23/50
2,1,47/100
2,1,12/25
2,1,49/100
2,1,1/2
2,2,1/100
2,2,1/50
2,2,3/100
2,2,1/25
2,2,1/20
2,2,3/50
2,2,7/100
2,2,2/25
2,2,9/100
2,2,1/10
2,2,11/100
2,2,3/25
2,2,13/100
2,2,7/50
2,2,3/20
2,2,4/25
2,2,17/100
2,2,9/50
2,2,19/100
2,2,1/5
2,2,21/100
2,2,11/50
2,2,23/100
2,2,6/25
2,2,1/4
2,2,13/50
2,2,27/100
2,2,7/25
2,2,29/100
2,2,3/10
2,2,31/100
2,2,8/25
2,2,33/100
2,2,17/50
2,2,7/20
2,2,9/25
2,2,37/100
2,2,19/50
2,2,39/100
2,2,2/5
2,2,41/100
2,2,21/50
2,2,43/100
2,2,11/25
2,2,9/20
2,2,23/50
2,2,47/100
2,2,12/25
2,2,49/100
2,2,1/2
2,3,1/100
2,3,1/50
2,3,3/100
2,3,1/25
2,3,1/20
2,3,3/50
2,3,7/100
2,3,2/25
2,3,9/100
2,3,1/10
2,3,11/100
2,3,3/25
2,3,13/100
2,3,7/50
2,3,3/20
2,3,4/25
2,3,17/100
2,3,9/50
2,3,19/100
2,3,1/5
2,3,21/100
2,3,11/50
2,3,23/100
2,3,6/25
2,3,1/4
2,3,13/50
2,3,27/100
2,3,7/25
2,3,29/100
2,3,3/10
2,3,31/100
2,3,8/25
2,3,33/100
2,3,17/50
2,3,7/20
2,3,9/25
2,3,37/100
2,3,19/50
2,3,39/100
2,3,2/5
2,3,41/100
2,3,21/50
2,3,43/100
2,3,11/25
2,3,9/20
2,3,23/50
2,3,47/100
2,3,12/25
2,3,49/100
2,3,1/2
3,1,1/100
3,1,1/50
3,1,3/100
3,1,1/25
3,1,1/20
3,1,3/50
3,1,7/100
3,1,2/25
3,1,9/100
3,1,1/10
3,1,11/100
3,1,3/25
3,1,13/100
3,1,7/50
3,1,3/20
3,1,4/25
3,1,17/100
3,1,9/50
3,1,19/100
3,1,1/5
3,1,21/100
3,1,11/50
3,1,23/100
3,1,6/25
3,1,1/4
3,1,13/50
3,1,27/100
3,1,7/25
3,1,29/100
3,1,3/10
3,1,31/100
3,1,8/25
3,1,33/100
3,1,17/50
3,1,7/20
3,1,9/25
3,1,37/100
3,1,19/50
3,1,39/100
3,1,2/5
3,1,41/100
3,1,21/50
3,1,43/100
3,1,11/25
3,1,9/20
3,1,23/50
3,1,47/100
3,1,12/25
3,1,49/100
3,1,1/2
3,2,1/100
3,2,1/50
3,2,3/100
3,2,1/25
3,2,1/20
3,2,3/50
3,2,7/100
3,2,2/25
3,2,9/100
3,2,1/10
3,2,11/100
3,2,3/25
3,2,13/100
3,2,7/50
3,2,3/20
3,2,4/25
3,2,17/100
3,2,9/50
3,2,19/100
3,2,1/5
3,2,21/100
3,2,11/50
3,2,23/100
3,2,6/25
3,2,1/4
3,2,13/50
3,2,27/100
3,2,7/25
3,2,29/100
3,2,3/10
3,2,31/100
3,2,8/25
3,2,33/100
3,2,17/50
3,2,7/20
3,2,9/25
3,2,37/100
3,2,19/50
3,2,39/100
3,2,2/5
3,2,41/100
3,2,21/50
3,2,43/100
3,2,11/25
3,2,9/20
3,2,23/50
3,2,47/100
3,2,12/25
3,2,49/100
3,2,1/2
3,3,1/100
3,3,1/50
3,3,3/100
3,3,1/25
3,3,1/20
3,3,3/50
3,3,7/100
3,3,2/25
3,3,9/100
3,3,1/10
3,3,11/100
3,3,3/25
3,3,13/100
3,3,7/50
3,3,3/20
3,3,4/25
3,3,17/100
3,3,9/50
3,3,19/100
3,3,1/5
3,3,21/100
3,3,11/50
3,3,23/100
3,3,6/25
3,3,1/4
3,3,13/50
3,3,27/100
3,3,7/25
3,3,29/100
3,3,3/10
3,3,31/100
3,3,8/25
3,3,33/100
3,3,17/50
3,3,7/20
3,3,9/25
3,3,37/100
3,3,19/50
3,3,39/100
3,3,2/5
3,3,41/100
3,3,21/50
3,3,43/100
3,3,11/25
3,3,9/20
3,3,23/50
3,3,47/100
3,3,12/25
3,3,49/100
3,3,1/2
